id,section,subsection,title,author,goodreads,publisher,imprint,year,edition,pages,format,illustrator,editor,isbn,cover_url,about,note
1,Technology and Computing,Python,Python for Everybody,Charles Severance,https://www.goodreads.com/search?q=Python+for+Everybody+Charles+Severance,Independently Published,,2016,,,,,,1530051126,https://covers.openlibrary.org/b/id/8512502-L.jpg,,
2,Technology and Computing,Python,Python Crash Course,Eric Matthes,https://www.goodreads.com/search?q=Python+Crash+Course+Eric+Matthes,No Starch Press,,2015,,,,,,1593277407,https://covers.openlibrary.org/b/id/8245395-L.jpg,,
3,Technology and Computing,Python,Automate the Boring Stuff with Python + Workbook,Al Sweigart,https://www.goodreads.com/search?q=Automate+the+Boring+Stuff+with+Python+%2B+Workbook+Al+Sweigart,"No Starch Press, Incorporated",,2025,,,,,,1718504500,,,
4,Technology and Computing,Python,Fluent Python,Luciano Ramalho,https://www.goodreads.com/search?q=Fluent+Python+Luciano+Ramalho,O'Reilly,,2015,,,,,,9788575224625,https://covers.openlibrary.org/b/id/8743408-L.jpg,,
5,Technology and Computing,Python,Powerful Python,Aaron Maxwell,https://www.goodreads.com/search?q=Powerful+Python+Aaron+Maxwell,,,,,,,,,,,,
6,Technology and Computing,Python,Python Cookbook (O'Reilly),,https://www.goodreads.com/search?q=Python+Cookbook,O'Reilly Media,,2002,,,,,,9780596001674,https://covers.openlibrary.org/b/id/388536-L.jpg,,
7,Technology and Computing,Python,High Performance Python (O'Reilly),,https://www.goodreads.com/search?q=High+Performance+Python,"O'Reilly Media, Incorporated",,2010,,,,,,9780596522087,,,
8,Technology and Computing,Python,Python Testing with pytest,Brian Okken,https://www.goodreads.com/search?q=Python+Testing+with+pytest+Brian+Okken,"O'Reilly Media, Incorporated",,2022,,,,,,1680508601,,,
9,Technology and Computing,Python,Think Like a Programmer,V. Anton Spraul,https://www.goodreads.com/search?q=Think+Like+a+Programmer+V.+Anton+Spraul,No Starch Press,,2012,,,,,,1593274246,https://covers.openlibrary.org/b/id/8727776-L.jpg,,
10,Technology and Computing,Web and Django,"Django for Beginners, 5th ed.",William Vincent,https://www.goodreads.com/search?q=Django+for+Beginners%2C+5th+ed.+William+Vincent,Welcometocode,,2018,,,,,,173546726X,https://covers.openlibrary.org/b/id/10451472-L.jpg,,
11,Technology and Computing,Web and Django,"Django for APIs, 5th ed.",William Vincent,https://www.goodreads.com/search?q=Django+for+APIs%2C+5th+ed.+William+Vincent,Independently Published,,2018,,,,,,1093633948,https://covers.openlibrary.org/b/id/11413084-L.jpg,,
12,Technology and Computing,Web and Django,Django 5 by Example,Antonio Melé,https://www.goodreads.com/search?q=Django+5+by+Example+Antonio+Mel%C3%A9,"Packt Publishing, Limited",,2024,,,,,,1805125451,,,
13,Technology and Computing,Web and Django,Two Scoops of Django,Feldroy,https://www.goodreads.com/search?q=Two+Scoops+of+Django+Feldroy,,,,,,,,,,,,
14,Technology and Computing,Web and Django,Learning Web Design,Jennifer Robbins,https://www.goodreads.com/search?q=Learning+Web+Design+Jennifer+Robbins,"O'Reilly Media, Incorporated",,2007,,,,,,1449319270,https://covers.openlibrary.org/b/id/8686220-L.jpg,,
15,Technology and Computing,Web scraping,Web Scraping with Python (O'Reilly),,https://www.goodreads.com/search?q=Web+Scraping+with+Python,"O'Reilly Media, Incorporated",,2015,,,,,,1491910275,https://covers.openlibrary.org/b/id/7387255-L.jpg,,
16,Technology and Computing,Web scraping,Hands-On Web Scraping Cookbook,Chapagain,https://www.goodreads.com/search?q=Hands-On+Web+Scraping+Cookbook+Chapagain,,,,,,,,,,,,
17,Technology and Computing,Web scraping,Python Web Scraping,Chapagain,https://www.goodreads.com/search?q=Python+Web+Scraping+Chapagain,,,,,,,,,,,,
18,Technology and Computing,"SQL, data, and data engineering",Learning SQL (O'Reilly),,https://www.goodreads.com/search?q=Learning+SQL,O'Reilly Media,,2005,,,,,,9781306814881,https://covers.openlibrary.org/b/id/8686154-L.jpg,,
19,Technology and Computing,"SQL, data, and data engineering",SQL Cookbook (O'Reilly),,https://www.goodreads.com/search?q=SQL+Cookbook,"O'Reilly Media, Inc.",,2005,,,,,,9780596009762,https://covers.openlibrary.org/b/id/389135-L.jpg,,
20,Technology and Computing,"SQL, data, and data engineering",Python for Data Analysis,Wes McKinney,https://www.goodreads.com/search?q=Python+for+Data+Analysis+Wes+McKinney,"O'Reilly Media, Incorporated",,2012,,,,,,1449323626,https://covers.openlibrary.org/b/id/7548132-L.jpg,,
21,Technology and Computing,"SQL, data, and data engineering",Storytelling with Data,Cole Nussbaumer Knaflic,https://www.goodreads.com/search?q=Storytelling+with+Data+Cole+Nussbaumer+Knaflic,"Wiley & Sons, Incorporated, John",,2015,,,,,,1119002060,https://covers.openlibrary.org/b/id/7932707-L.jpg,,
22,Technology and Computing,"SQL, data, and data engineering",Data Science for Business,Provost & Fawcett,https://www.goodreads.com/search?q=Data+Science+for+Business+Provost+Fawcett,"O'Reilly Media, Incorporated",,2013,,,,,,1449374298,https://covers.openlibrary.org/b/id/7440864-L.jpg,,
23,Technology and Computing,"SQL, data, and data engineering",Designing Data-Intensive Applications,Martin Kleppmann,https://www.goodreads.com/search?q=Designing+Data-Intensive+Applications+Martin+Kleppmann,"O'Reilly Media, Incorporated",,2017,,,,,,1491903104,https://covers.openlibrary.org/b/id/8434671-L.jpg,,
24,Technology and Computing,"SQL, data, and data engineering",Fundamentals of Data Engineering (O'Reilly),,https://www.goodreads.com/search?q=Fundamentals+of+Data+Engineering,"O'Reilly Media, Incorporated",,2022,,,,,,1098108302,https://covers.openlibrary.org/b/id/14831765-L.jpg,,
25,Technology and Computing,"SQL, data, and data engineering",Microsoft Excel Data Analysis and Business Modeling,Winston,https://www.goodreads.com/search?q=Microsoft+Excel+Data+Analysis+and+Business+Modeling+Winston,Microsoft Press,,2016,,,,,,9781509304240,,,
26,Technology and Computing,Math and statistics for computing,Naked Statistics,Charles Wheelan,https://www.goodreads.com/search?q=Naked+Statistics+Charles+Wheelan,W.W. Norton,,2013,,,,,,9781480590182,https://covers.openlibrary.org/b/id/8425495-L.jpg,,
27,Technology and Computing,Math and statistics for computing,The Manga Guide to Statistics (Takahashi),,https://www.goodreads.com/search?q=The+Manga+Guide+to+Statistics,,,,,,,,,,,,
28,Technology and Computing,Math and statistics for computing,The Manga Guide to Linear Algebra,,https://www.goodreads.com/search?q=The+Manga+Guide+to+Linear+Algebra,No Starch Press,,2012,,,,,,9781593274139,https://covers.openlibrary.org/b/id/8690808-L.jpg,,
29,Technology and Computing,Math and statistics for computing,The Manga Guide to Calculus,,https://www.goodreads.com/search?q=The+Manga+Guide+to+Calculus,,,,,,,,,,,,
30,Technology and Computing,Math and statistics for computing,Essential Math for Data Science (O'Reilly),,https://www.goodreads.com/search?q=Essential+Math+for+Data+Science,"O'Reilly Media, Incorporated",,2022,,,,,,1098102932,https://covers.openlibrary.org/b/id/15225743-L.jpg,,
31,Technology and Computing,Math and statistics for computing,Mathematics for Machine Learning (Cambridge),,https://www.goodreads.com/search?q=Mathematics+for+Machine+Learning,Cambridge University Press,,2019,,,,,,9781108569323,https://covers.openlibrary.org/b/id/10281784-L.jpg,,
32,Technology and Computing,Math and statistics for computing,Practical Statistics for Data Scientists (O'Reilly),,https://www.goodreads.com/search?q=Practical+Statistics+for+Data+Scientists,,,,,,,,,,,,
33,Technology and Computing,Math and statistics for computing,Math for Programmers,Paul Orland,https://www.goodreads.com/search?q=Math+for+Programmers+Paul+Orland,Manning,,2020,,,,,,9781617295355,https://covers.openlibrary.org/b/id/10637676-L.jpg,,
34,Technology and Computing,Machine learning and AI,Data Science from Scratch,Joel Grus,https://www.goodreads.com/search?q=Data+Science+from+Scratch+Joel+Grus,"O'Reilly Media, Incorporated",,2015,,,,,,9781491904398,https://covers.openlibrary.org/b/id/12672936-L.jpg,,
35,Technology and Computing,Machine learning and AI,"Hands-On Machine Learning with Scikit-Learn, Keras & TensorFlow",Aurélien Géron,https://www.goodreads.com/search?q=Hands-On+Machine+Learning+with+Scikit-Learn%2C+Keras+%26+TensorFlow+Aur%C3%A9lien+G%C3%A9ron,,,,,,,,,,,,
36,Technology and Computing,Machine learning and AI,StatQuest Illustrated Guide to Neural Networks and AI,Josh Starmer,https://www.goodreads.com/search?q=StatQuest+Illustrated+Guide+to+Neural+Networks+and+AI+Josh+Starmer,,,,,,,,,,,,
37,Technology and Computing,Machine learning and AI,"Practical Deep Learning for Cloud, Mobile and Edge",Howard & Gugger,https://www.goodreads.com/search?q=Practical+Deep+Learning+for+Cloud%2C+Mobile+and+Edge+Howard+%26+Gugger,,,,,,,,,,,,
38,Technology and Computing,Machine learning and AI,Natural Language Processing with Transformers,Tunstall et al.,https://www.goodreads.com/search?q=Natural+Language+Processing+with+Transformers+Tunstall+et+al.,"O'Reilly Media, Incorporated",,2022,,,,,,9781098103217,https://covers.openlibrary.org/b/id/14559602-L.jpg,,
39,Technology and Computing,Machine learning and AI,Build a Large Language Model from Scratch,Sebastian Raschka,https://www.goodreads.com/search?q=Build+a+Large+Language+Model+from+Scratch+Sebastian+Raschka,Manning Publications Co. LLC,,2024,,,,,,1633437167,https://covers.openlibrary.org/b/id/15225524-L.jpg,,
40,Technology and Computing,Machine learning and AI,AI Engineering,Chip Huyen,https://www.goodreads.com/search?q=AI+Engineering+Chip+Huyen,"O'Reilly Media, Incorporated",,2024,,,,,,9798341671317,https://covers.openlibrary.org/b/id/15091156-L.jpg,,
41,Technology and Computing,Machine learning and AI,Generative AI Design Patterns,Lakshmanan & Hapke,https://www.goodreads.com/search?q=Generative+AI+Design+Patterns+Lakshmanan+%26+Hapke,"O'Reilly Media, Incorporated",,2025,,,,,,9798341622661,,,
42,Technology and Computing,Machine learning and AI,Building Data-Driven Applications with LlamaIndex,Gheorghiu,https://www.goodreads.com/search?q=Building+Data-Driven+Applications+with+LlamaIndex+Gheorghiu,"Packt Publishing, Limited",,2024,,,,,,9781805124405,,,
43,Technology and Computing,Machine learning and AI,Natural Language Processing with Python,,https://www.goodreads.com/search?q=Natural+Language+Processing+with+Python,O’Reilly Media,,2009,,,,,,9780596516499,https://covers.openlibrary.org/b/id/6296394-L.jpg,,
44,Technology and Computing,Machine learning and AI,Building Machine Learning Powered Applications,,https://www.goodreads.com/search?q=Building+Machine+Learning+Powered+Applications,"O'Reilly Media, Incorporated",,2020,,,,,,9781492045113,,,
45,Technology and Computing,Software engineering and architecture,Clean Code,Robert C. Martin,https://www.goodreads.com/search?q=Clean+Code+Robert+C.+Martin,Prentice Hall,,2008,,,,,,9780136083221,https://covers.openlibrary.org/b/id/8065615-L.jpg,,
46,Technology and Computing,Software engineering and architecture,The Pragmatic Programmer,Thomas & Hunt,https://www.goodreads.com/search?q=The+Pragmatic+Programmer+Thomas+%26+Hunt,Addison-Wesley Professional,,1999,,,,,,0132100673,https://covers.openlibrary.org/b/id/10143650-L.jpg,,
47,Technology and Computing,Software engineering and architecture,A Philosophy of Software Design,John Ousterhout,https://www.goodreads.com/search?q=A+Philosophy+of+Software+Design+John+Ousterhout,Dpunkt.Verlag GmbH,,2018,,,,,,9781732102217,https://covers.openlibrary.org/b/id/10352230-L.jpg,,
48,Technology and Computing,Software engineering and architecture,Modern Software Engineering,David Farley,https://www.goodreads.com/search?q=Modern+Software+Engineering+David+Farley,"Pearson Education, Limited",,2000,,,,,,0137314914,https://covers.openlibrary.org/b/id/13627918-L.jpg,,
49,Technology and Computing,Software engineering and architecture,Architecture Patterns with Python,Percival & Gregory,https://www.goodreads.com/search?q=Architecture+Patterns+with+Python+Percival+%26+Gregory,"O'Reilly Media, Incorporated",,2020,,,,,,9781492052203,https://covers.openlibrary.org/b/id/12423995-L.jpg,,
50,Technology and Computing,Software engineering and architecture,Design Patterns,Gang of Four,https://www.goodreads.com/search?q=Design+Patterns+Gang+of+Four,,,,,,,,,,,,
51,Technology and Computing,Software engineering and architecture,Fundamentals of Software Architecture,Richards & Ford,https://www.goodreads.com/search?q=Fundamentals+of+Software+Architecture+Richards+%26+Ford,O'Reilly Media,,2020,,,,,,1098175514,https://covers.openlibrary.org/b/id/10193363-L.jpg,,
52,Technology and Computing,Software engineering and architecture,Software Architecture: The Hard Parts,Ford et al.,https://www.goodreads.com/search?q=Software+Architecture%3A+The+Hard+Parts+Ford+et+al.,"O'Reilly Media, Incorporated",,2021,,,,,,9781492086864,https://covers.openlibrary.org/b/id/12318698-L.jpg,,
53,Technology and Computing,Software engineering and architecture,Building Microservices,Sam Newman,https://www.goodreads.com/search?q=Building+Microservices+Sam+Newman,O'Reilly Media,,2015,,,,,,1322879907,https://covers.openlibrary.org/b/id/8513315-L.jpg,,
54,Technology and Computing,Systems and computer science,"System Design Interview, Vols. 1 and 2",Alex Xu & Sahn Lam,https://www.goodreads.com/search?q=System+Design+Interview%2C+Vols.+1+and+2+Alex+Xu+%26+Sahn+Lam,,,,,,,,,,,,
55,Technology and Computing,Systems and computer science,Generative AI System Design Interview,Aminian & Sheng,https://www.goodreads.com/search?q=Generative+AI+System+Design+Interview+Aminian+%26+Sheng,,,,,,,,,,,,
56,Technology and Computing,Systems and computer science,Computer Science: An Interdisciplinary Approach,Sedgewick & Wayne,https://www.goodreads.com/search?q=Computer+Science%3A+An+Interdisciplinary+Approach+Sedgewick+%26+Wayne,,,,,,,,,,,,
57,Technology and Computing,Systems and computer science,The Algorithm Design Manual,Steven Skiena,https://www.goodreads.com/search?q=The+Algorithm+Design+Manual+Steven+Skiena,TELOS--the Electronic Library of Science,,1998,,,,,,9783030542580,https://covers.openlibrary.org/b/id/245565-L.jpg,,
58,Technology and Computing,Systems and computer science,Grokking Algorithms,Aditya Bhargava,https://www.goodreads.com/search?q=Grokking+Algorithms+Aditya+Bhargava,Manning,,2016,,,,,,1617292230,https://covers.openlibrary.org/b/id/8512926-L.jpg,,
59,Technology and Computing,Systems and computer science,Cracking the Coding Interview,Gayle Laakmann McDowell,https://www.goodreads.com/search?q=Cracking+the+Coding+Interview+Gayle+Laakmann+McDowell,CAREERCUP,,2010,,,,,,0984782850,https://covers.openlibrary.org/b/id/7276811-L.jpg,,
60,Technology and Computing,Systems and computer science,Hacker's Delight,Henry S. Warren Jr.,https://www.goodreads.com/search?q=Hacker%27s+Delight+Henry+S.+Warren+Jr.,Addison-Wesley Professional,,2002,,,,,,9780201914658,https://covers.openlibrary.org/b/id/136606-L.jpg,,
61,Technology and Computing,Systems and computer science,The Art of Computer Programming,Donald Knuth,https://www.goodreads.com/search?q=The+Art+of+Computer+Programming+Donald+Knuth,Addison-Wesley Pub. Co.,,1968,,,,,,0201853922,https://covers.openlibrary.org/b/id/136600-L.jpg,,
62,Technology and Computing,Security,Black Hat Python,Justin Seitz,https://www.goodreads.com/search?q=Black+Hat+Python+Justin+Seitz,No Starch Press,,2014,,,,,,1718501129,https://covers.openlibrary.org/b/id/8513526-L.jpg,,
63,Technology and Computing,Security,Hacking: The Art of Exploitation,Jon Erickson,https://www.goodreads.com/search?q=Hacking%3A+The+Art+of+Exploitation+Jon+Erickson,,,,,,,,,,,,
64,Technology and Computing,Security,Penetration Testing,Georgia Weidman,https://www.goodreads.com/search?q=Penetration+Testing+Georgia+Weidman,No Starch Press,,2014,,,,,,1593275641,https://covers.openlibrary.org/b/id/8514158-L.jpg,,
65,Technology and Computing,Security,The Web Application Hacker's Handbook,,https://www.goodreads.com/search?q=The+Web+Application+Hacker%27s+Handbook,"Wiley & Sons, Incorporated, John",,2007,,,,,,9780470237984,https://covers.openlibrary.org/b/id/8733893-L.jpg,,
66,Technology and Computing,Security,The Hacker Playbook 2 and 3,Peter Kim,https://www.goodreads.com/search?q=The+Hacker+Playbook+2+and+3+Peter+Kim,,,,,,,,,,,,
67,Technology and Computing,Dev tools,Pro Git,Chacon & Straub,https://www.goodreads.com/search?q=Pro+Git+Chacon+%26+Straub,Springer,,2009,,,,,,9781484200766,https://covers.openlibrary.org/b/id/7892827-L.jpg,,
68,Technology and Computing,Dev tools,The Linux Command Line,William Shotts,https://www.goodreads.com/search?q=The+Linux+Command+Line+William+Shotts,No Starch Press,,2011,,,,,,9781593273897,https://covers.openlibrary.org/b/id/7087755-L.jpg,,
69,Technology and Computing,Dev tools,Practical Vim,Drew Neil,https://www.goodreads.com/search?q=Practical+Vim+Drew+Neil,Pragmatic Bookshelf,,2012,,,,,,1934356980,https://covers.openlibrary.org/b/id/7790384-L.jpg,,
70,Technology and Computing,Dev tools,Mastering Vim,,https://www.goodreads.com/search?q=Mastering+Vim,"de Gruyter GmbH, Walter",,2018,,,,,,9781789344530,,,
71,Technology and Computing,Mobile and frontend,React Native in Action,Nader Dabit,https://www.goodreads.com/search?q=React+Native+in+Action+Nader+Dabit,Manning Publications,,2019,,,,,,9781617294051,https://covers.openlibrary.org/b/id/8799590-L.jpg,,
72,Technology and Computing,Mobile and frontend,Flutter for Beginners,Bailey & Biessek,https://www.goodreads.com/search?q=Flutter+for+Beginners+Bailey+%26+Biessek,,,,,,,,,,,,
73,Technology and Computing,Mobile and frontend,Flutter Complete Reference 2.0,Miola,https://www.goodreads.com/search?q=Flutter+Complete+Reference+2.0+Miola,,,,,,,,,,,,
74,Technology and Computing,How machines work — the history and theory shelf,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,https://www.goodreads.com/search?q=Code%3A+The+Hidden+Language+of+Computer+Hardware+and+Software+Charles+Petzold,,,,,,,,,,,,
75,Technology and Computing,How machines work — the history and theory shelf,The Annotated Turing,Charles Petzold,https://www.goodreads.com/search?q=The+Annotated+Turing+Charles+Petzold,Wiley,,2008,,,,,,0470229055,https://covers.openlibrary.org/b/id/2424450-L.jpg,,
76,Technology and Computing,How machines work — the history and theory shelf,Turing's Vision,Chris Bernhardt,https://www.goodreads.com/search?q=Turing%27s+Vision+Chris+Bernhardt,MIT Press,,2016,,,,,,9780262034548,https://covers.openlibrary.org/b/id/8881937-L.jpg,,
77,Technology and Computing,How machines work — the history and theory shelf,The Innovators,Walter Isaacson,https://www.goodreads.com/search?q=The+Innovators+Walter+Isaacson,"Simon & Schuster, Incorporated",,2014,,,,,,9782253194453,https://covers.openlibrary.org/b/id/7313659-L.jpg,,
78,Technology and Computing,How machines work — the history and theory shelf,Leonardo da Vinci,Walter Isaacson,https://www.goodreads.com/search?q=Leonardo+da+Vinci+Walter+Isaacson,Domingo Yayinevi,,2017,,,,,,9788466347761,https://covers.openlibrary.org/b/id/8087691-L.jpg,,
79,Technology and Computing,Digital logic and electronics,"Boolean algebra, programmed-instruction volume",Hoernes & Heilweil,https://www.goodreads.com/search?q=Boolean+algebra%2C+programmed-instruction+volume+Hoernes+%26+Heilweil,,,,,,,,,,,,
80,Technology and Computing,Digital logic and electronics,Digital Fundamentals,Thomas Floyd,https://www.goodreads.com/search?q=Digital+Fundamentals+Thomas+Floyd,Maxwell Macmillan,,1977,,,,,,9780132286770,https://covers.openlibrary.org/b/id/7317953-L.jpg,,
81,Technology and Computing,Digital logic and electronics,Boolean Algebra and Its Applications,J. Eldon Whitesitt,https://www.goodreads.com/search?q=Boolean+Algebra+and+Its+Applications+J.+Eldon+Whitesitt,Dover Publications,,1961,,,,,,9780486684833,https://covers.openlibrary.org/b/id/315208-L.jpg,,
82,Technology and Computing,Digital logic and electronics,"Digital Computer Electronics, 3rd ed.",Albert Malvino,https://www.goodreads.com/search?q=Digital+Computer+Electronics%2C+3rd+ed.+Albert+Malvino,"Gregg Division, McGraw-Hill",,1977,,,,,,0070398615,https://covers.openlibrary.org/b/id/15486-L.jpg,,
83,Technology and Computing,Digital logic and electronics,Make: Electronics,Charles Platt,https://www.goodreads.com/search?q=Make%3A+Electronics+Charles+Platt,"Maker Media, Inc",,2009,,,,,,9781449388799,,,
84,Technology and Computing,Digital logic and electronics,Make: More Electronics,Charles Platt,https://www.goodreads.com/search?q=Make%3A+More+Electronics+Charles+Platt,"O'Reilly Media, Inc, USA",,2014,,,,,,9781449344047,https://covers.openlibrary.org/b/id/7842480-L.jpg,,
85,Technology and Computing,Digital logic and electronics,Encyclopedia of Electronic Components,Charles Platt,https://www.goodreads.com/search?q=Encyclopedia+of+Electronic+Components+Charles+Platt,"Maker Media, Incorported",,2012,,,,,,9781449333874,,,
86,Technology and Computing,Digital logic and electronics,"Practical Electronics for Inventors, 4th ed.",Paul Scherz,https://www.goodreads.com/search?q=Practical+Electronics+for+Inventors%2C+4th+ed.+Paul+Scherz,McGraw-Hill,,2000,,,,,,0071389903,https://covers.openlibrary.org/b/id/55478-L.jpg,,
87,Technology and Computing,Digital logic and electronics,Physical Computing,Tom Igoe,https://www.goodreads.com/search?q=Physical+Computing+Tom+Igoe,,,,,,,,,,,,
88,Technology and Computing,Digital logic and electronics,Making Things Talk,Tom Igoe,https://www.goodreads.com/search?q=Making+Things+Talk+Tom+Igoe,Maker Media,,2007,,,,,,9780596518790,https://covers.openlibrary.org/b/id/14346537-L.jpg,,
89,Technology and Computing,Digital logic and electronics,Ingenious Mechanisms for Designers and Inventors (four-volume set),,https://www.goodreads.com/search?q=Ingenious+Mechanisms+for+Designers+and+Inventors,Machinery Publishing Co.,,1930,,,,,,9780831110307,https://covers.openlibrary.org/b/id/634331-L.jpg,,
90,Technology and Computing,"Hardware, manufacturing, and making","Product Design and Development, 3rd ed.",Ulrich & Eppinger,https://www.goodreads.com/search?q=Product+Design+and+Development%2C+3rd+ed.+Ulrich+%26+Eppinger,McGraw-Hill Education (ISE Edi,,1995,,,,,,0078029066,https://covers.openlibrary.org/b/id/5399811-L.jpg,,
